ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ     NC
2031   16  -0.01  -0.01  -0.01  -0.11  -0.12  -0.14  -0.20  -0.24  -0.18  -0.06  -0.01  -0.01    1   
2032   16  -0.01  -0.01  -0.01  -0.11  -0.12  -0.15  -0.20  -0.25  -0.18  -0.06  -0.01  -0.01    1   
2033   16  -0.01  -0.01  -0.01  -0.12  -0.12  -0.15  -0.20  -0.25  -0.18  -0.06  -0.01  -0.01    1   
2034   16  -0.01  -0.01  -0.01  -0.12  -0.13  -0.15  -0.21  -0.25  -0.19  -0.06  -0.01  -0.01    1   
2035   16  -0.01  -0.01  -0.01  -0.12  -0.13  -0.16  -0.21  -0.26  -0.19  -0.06  -0.01  -0.01    1   
2036   16  -0.01  -0.01  -0.01  -0.12  -0.13  -0.16  -0.22  -0.26  -0.19  -0.06  -0.01  -0.01    1   
2021   17 -14.13 -14.21 -14.53 -22.78 -25.77 -30.74 -37.37 -44.01 -41.66 -29.36 -21.56 -14.15    1      Usos_Consuntivos - MARIMBONDO
2022   17 -14.52 -14.61 -14.94 -23.46 -26.51 -31.61 -38.42 -45.25 -42.80 -30.16 -22.16 -14.54    1   
2023   17 -14.93 -15.02 -15.37 -24.15 -27.16 -32.36 -39.37 -46.29 -43.90 -31.00 -22.90 -14.95    1   
2024   17 -15.36 -15.44 -15.81 -24.87 -28.05 -33.40 -40.60 -47.79 -45.16 -31.80 -23.41 -15.38    1   
2025   17 -15.79 -15.89 -16.26 -25.61 -28.85 -34.33 -41.72 -49.11 -46.37 -32.64 -24.06 -15.81    1   
2026   17 -16.25 -16.34 -16.73 -26.37 -29.68 -35.29 -42.88 -50.45 -47.62 -33.51 -24.72 -16.27    1   
2027   17 -16.72 -16.82 -17.22 -27.16 -30.41 -36.11 -43.92 -51.59 -48.82 -34.44 -25.53 -16.74    1   
2028   17 -17.20 -17.30 -17.72 -27.97 -31.39 -37.27 -45.27 -53.24 -50.19 -35.31 -26.10 -17.22    1   
2029   17 -17.70 -17.81 -18.24 -28.81 -32.29 -38.30 -46.51 -54.69 -51.53 -36.25 -26.82 -17.72    1   
2030   17 -18.22 -18.33 -18.77 -29.66 -33.11 -39.16 -47.45 -55.65 -52.29 -36.82 -27.34 -18.24    1   
2031   17 -18.74 -18.86 -19.31 -30.52 -33.94 -40.02 -48.39 -56.62 -53.05 -37.39 -27.87 -18.76    1   
2032   17 -19.26 -19.38 -19.85 -31.38 -34.76 -40.88 -49.33 -57.58 -53.81 -37.97 -28.40 -19.28    1   
2033   17 -19.78 -19.90 -20.39 -32.24 -35.59 -41.74 -50.27 -58.55 -54.57 -38.54 -28.92 -19.80    1   
2034   17 -20.30 -20.43 -20.92 -33.10 -36.42 -42.60 -51.22 -59.51 -55.33 -39.11 -29.45 -20.32    1   
2035   17 -20.82 -20.95 -21.46 -33.96 -37.24 -43.46 -52.16 -60.48 -56.09 -39.69 -29.98 -20.84    1   
2036   17 -21.34 -21.47 -22.00 -34.82 -38.07 -44.32 -53.10 -61.44 -56.86 -40.26 -30.50 -21.36    1   
2021   18  -6.67  -6.82  -6.99 -11.67 -14.64 -17.92 -21.77 -24.86 -22.61 -16.16 -12.75  -6.89    1      Usos_Consuntivos - A. VERMELHA
2022   18  -6.98  -7.13  -7.31 -12.10 -15.15 -18.52 -22.48 -25.67 -23.37 -16.75 -13.24  -7.21    1   
2023   18  -7.31  -7.46  -7.65 -12.53 -15.59 -19.06 -23.10 -26.47 -24.12 -17.38 -13.79  -7.54    1   
2024   18  -7.66  -7.81  -8.00 -13.02 -16.23 -19.80 -23.98 -27.37 -24.97 -17.98 -14.27  -7.89    1   
2025   18  -8.02  -8.19  -8.38 -13.52 -16.81 -20.47 -24.77 -28.26 -25.81 -18.63 -14.81  -8.27    1   
2026   18  -8.41  -8.58  -8.78 -14.04 -17.41 -21.17 -25.59 -29.17 -26.68 -19.31 -15.38  -8.66    1   
2027   18  -8.83  -9.00  -9.20 -14.57 -17.94 -21.80 -26.30 -30.08 -27.54 -20.04 -16.04  -9.08    1   
2028   18  -9.26  -9.44  -9.65 -15.17 -18.70 -22.65 -27.32 -31.11 -28.51 -20.75 -16.60  -9.53    1   
2029   18  -9.73  -9.91 -10.12 -15.78 -19.39 -23.44 -28.23 -32.12 -29.47 -21.51 -17.25 -10.00    1   
2030   18 -10.22 -10.41 -10.62 -16.39 -20.02 -24.09 -28.88 -32.77 -30.05 -22.03 -17.74 -10.49    1   
2031   18 -10.71 -10.90 -11.12 -17.01 -20.64 -24.73 -29.53 -33.42 -30.62 -22.54 -18.24 -10.98    1   
2032   18 -11.20 -11.40 -11.62 -17.63 -21.27 -25.37 -30.18 -34.07 -31.20 -23.06 -18.73 -11.47    1   
2033   18 -11.69 -11.90 -12.12 -18.24 -21.90 -26.02 -30.84 -34.72 -31.77 -23.58 -19.22 -11.96    1   
2034   18 -12.18 -12.39 -12.61 -18.86 -22.52 -26.66 -31.49 -35.36 -32.35 -24.10 -19.72 -12.45    1   
2035   18 -12.67 -12.89 -13.11 -19.47 -23.15 -27.30 -32.14 -36.01 -32.93 -24.61 -20.21 -12.94    1   
2036   18 -13.16 -13.38 -13.61 -20.09 -23.78 -27.95 -32.79 -36.66 -33.50 -25.13 -20.71 -13.43    1   
2021   20  -0.21  -5.51  -0.91  -7.99 -25.69 -34.06 -33.66 -25.54 -13.71  -5.58  -0.23  -0.12    1      Usos_Consuntivos - BATALHA
2022   20  -0.22  -5.81  -0.95  -8.42 -27.06 -35.88 -35.46 -26.90 -14.42  -5.86  -0.24  -0.12    1   
2023   20  -0.23  -6.11  -1.00  -8.84 -28.42 -37.68 -37.21 -28.23 -15.11  -6.14  -0.25  -0.12    1   
2024   20  -0.23  -6.25  -1.04  -9.27 -29.80 -39.52 -39.05 -29.60 -15.85  -6.44  -0.26  -0.13    1   
2025   20  -0.25  -6.70  -1.09  -9.69 -31.17 -41.34 -40.85 -30.96 -16.57  -6.72  -0.27  -0.13    1   
2026   20  -0.26  -7.00  -1.14 -10.11 -32.54 -43.16 -42.64 -32.31 -17.28  -7.01  -0.28  -0.13    1   
2027   20  -0.26  -7.30  -1.18 -10.54 -33.90 -44.95 -44.39 -33.64 -17.96  -7.29  -0.29  -0.13    1   
2028   20  -0.27  -7.41  -1.23 -10.96 -35.29 -46.80 -46.24 -35.02 -18.71  -7.58  -0.30  -0.14    1   
2029   20  -0.28  -7.89  -1.27 -11.39 -36.66 -48.62 -48.03 -36.37 -19.43  -7.87  -0.30  -0.14    1   
2030   20  -0.29  -8.19  -1.32 -11.81 -38.01 -50.40 -49.73 -37.55 -19.89  -7.93  -0.31  -0.14    1   
2031   20  -0.30  -8.49  -1.37 -12.22 -39.36 -52.18 -51.43 -38.73 -20.35  -7.98  -0.31  -0.15    1   
2032   20  -0.31  -8.79  -1.41 -12.64 -40.72 -53.96 -53.13 -39.91 -20.81  -8.04  -0.31  -0.15    1   
2033   20  -0.32  -9.09  -1.46 -13.06 -42.07 -55.73 -54.83 -41.08 -21.28  -8.09  -0.32  -0.15    1   
2034   20  -0.32  -9.38  -1.50 -13.48 -43.42 -57.51 -56.53 -42.26 -21.74  -8.15  -0.32  -0.16    1   
2035   20  -0.33  -9.68  -1.55 -13.90 -44.77 -59.29 -58.23 -43.44 -22.20  -8.20  -0.32  -0.16    1   
2036   20  -0.34  -9.98  -1.59 -14.32 -46.13 -61.07 -59.92 -44.62 -22.66  -8.26  -0.33  -0.16    1   
2021   21  -0.08  -0.61  -0.22  -1.65  -4.38  -6.05  -6.20  -5.14  -3.01  -1.36  -0.11  -0.08    1      Usos_Consuntivos - SERRA FACAO
2022   21  -0.09  -0.64  -0.23  -1.71  -4.58  -6.32  -6.48  -5.36  -3.14  -1.42  -0.11  -0.09    1   
2023   21  -0.09  -0.67  -0.24  -1.78  -4.77  -6.58  -6.73  -5.57  -3.26  -1.48  -0.11  -0.09    1   
2024   21  -0.09  -0.68  -0.24  -1.85  -4.97  -6.86  -7.02  -5.80  -3.39  -1.53  -0.12  -0.09    1   
2025   21  -0.09  -0.72  -0.25  -1.92  -5.17  -7.13  -7.30  -6.02  -3.52  -1.59  -0.12  -0.09    1   
2026   21  -0.09  -0.75  -0.26  -1.99  -5.37  -7.40  -7.58  -6.24  -3.65  -1.65  -0.12  -0.09    1   
2027   21  -0.10  -0.78  -0.27  -2.06  -5.57  -7.66  -7.84  -6.45  -3.77  -1.71  -0.13  -0.10    1   
2028   21  -0.10  -0.79  -0.28  -2.13  -5.77  -7.95  -8.13  -6.69  -3.91  -1.76  -0.13  -0.10    1   
2029   21  -0.10  -0.84  -0.29  -2.20  -5.98  -8.23  -8.41  -6.92  -4.04  -1.82  -0.13  -0.10    1   
2030   21  -0.10  -0.86  -0.29  -2.27  -6.18  -8.50  -8.67  -7.10  -4.11  -1.83  -0.13  -0.10    1   
2031   21  -0.10  -0.89  -0.30  -2.35  -6.38  -8.77  -8.93  -7.27  -4.17  -1.84  -0.14  -0.10    1   
2032   21  -0.11  -0.92  -0.31  -2.42  -6.58  -9.04  -9.18  -7.45  -4.24  -1.85  -0.14  -0.11    1   
2033   21  -0.11  -0.95  -0.32  -2.49  -6.78  -9.31  -9.44  -7.63  -4.31  -1.86  -0.14  -0.11    1   
2034   21  -0.11  -0.98  -0.33  -2.56  -6.98  -9.57  -9.70  -7.81  -4.38  -1.87  -0.14  -0.11    1   
2035   21  -0.11  -1.01  -0.34  -2.63  -7.18  -9.84  -9.95  -7.99  -4.45  -1.88  -0.14  -0.11    1   
2036   21  -0.11  -1.04  -0.35  -2.70  -7.38 -10.11 -10.21  -8.17  -4.52  -1.89  -0.15  -0.11    1   
2021   24  -0.59  -0.99  -0.72  -6.02  -9.73 -12.12 -13.41 -14.86 -11.61  -5.08  -0.61  -0.59    1      Usos_Consuntivos - DAVINOPOLIS(NC)
2022   24  -0.61  -1.03  -0.75  -6.37 -10.30 -12.84 -14.20 -15.75 -12.30  -5.36  -0.62  -0.61    1   
2023   24  -0.62  -1.07  -0.77  -6.73 -10.88 -13.47 -14.89 -16.64 -13.01  -5.66  -0.63  -0.62    1   
2024   24  -0.64  -1.09  -0.79  -7.10 -11.50 -14.34 -15.87 -17.61 -13.75  -5.97  -0.65  -0.64    1   
2025   24  -0.65  -1.15  -0.81  -7.49 -12.13 -15.12 -16.74 -18.60 -14.52  -6.29  -0.66  -0.65    1   
2026   24  -0.67  -1.19  -0.84  -7.89 -12.79 -15.94 -17.65 -19.62 -15.32  -6.62  -0.68  -0.67    1   
2027   24  -0.68  -1.23  -0.86  -8.30 -13.44 -16.65 -18.42 -20.65 -16.15  -6.96  -0.70  -0.68    1   
2028   24  -0.69  -1.25  -0.88  -8.74 -14.17 -17.66 -19.56 -21.78 -17.03  -7.32  -0.71  -0.69    1   
2029   24  -0.71  -1.31  -0.91  -9.19 -14.90 -18.57 -20.58 -22.93 -17.93  -7.69  -0.73  -0.71    1   
2030   24  -0.73  -1.35  -0.93  -9.65 -15.63 -19.34 -21.13 -23.25 -18.07  -7.73  -0.74  -0.73    1   
2031   24  -0.74  -1.40  -0.96 -10.12 -16.36 -20.11 -21.68 -23.56 -18.20  -7.77  -0.76  -0.74    1   
2032   24  -0.76  -1.44  -0.98 -10.59 -17.09 -20.88 -22.23 -23.87 -18.34  -7.81  -0.77  -0.76    1   
2033   24  -0.77  -1.48  -1.01 -11.05 -17.82 -21.65 -22.78 -24.18 -18.48  -7.85  -0.79  -0.77    1   
2034   24  -0.79  -1.52  -1.03 -11.52 -18.55 -22.42 -23.33 -24.49 -18.61  -7.89  -0.80  -0.79    1   
2035   24  -0.80  -1.57  -1.06 -11.99 -19.28 -23.19 -23.88 -24.81 -18.75  -7.92  -0.82  -0.80    1   
2036   24  -0.82  -1.61  -1.08 -12.45 -20.02 -23.97 -24.43 -25.12 -18.89  -7.96  -0.83  -0.82    1   
2021   24  -0.46  -0.74  -0.75  -6.85 -10.61 -12.24 -14.12 -16.51 -13.41  -6.13  -0.48  -0.46    1      Usos_Consuntivos - EMBORCACAO
2022   24  -0.47  -0.77  -0.77  -7.28 -11.29 -13.02 -15.02 -17.57 -14.28  -6.51  -0.49  -0.47    1   
2023   24  -0.48  -0.80  -0.81  -7.74 -11.98 -13.73 -15.77 -18.66 -15.19  -6.91  -0.51  -0.48    1   
2024   24  -0.50  -0.82  -0.84  -8.22 -12.75 -14.71 -16.97 -19.87 -16.15  -7.34  -0.52  -0.50    1   
2025   24  -0.51  -0.87  -0.87  -8.72 -13.54 -15.62 -18.02 -21.11 -17.16  -7.78  -0.54  -0.51    1   
2026   24  -0.52  -0.90  -0.91  -9.25 -14.37 -16.57 -19.13 -22.42 -18.23  -8.26  -0.55  -0.52    1   
2027   24  -0.53  -0.93  -0.94  -9.81 -15.22 -17.44 -20.04 -23.76 -19.36  -8.75  -0.57  -0.53    1   
2028   24  -0.55  -0.95  -0.97 -10.40 -16.17 -18.65 -21.53 -25.27 -20.55  -9.28  -0.58  -0.55    1   
2029   24  -0.56  -1.01  -1.01 -11.02 -17.14 -19.77 -22.84 -26.81 -21.82  -9.84  -0.60  -0.56    1   
2030   24  -0.57  -1.04  -1.05 -11.68 -18.14 -20.74 -23.47 -27.09 -21.92  -9.88  -0.61  -0.57    1   
2031   24  -0.59  -1.08  -1.09 -12.33 -19.14 -21.71 -24.11 -27.36 -22.03  -9.92  -0.62  -0.59    1   
2032   24  -0.60  -1.12  -1.12 -12.99 -20.14 -22.68 -24.75 -27.64 -22.14  -9.97  -0.64  -0.60    1   
2033   24  -0.61  -1.16  -1.16 -13.65 -21.14 -23.66 -25.38 -27.91 -22.24 -10.01  -0.65  -0.61    1   
2034   24  -0.63  -1.19  -1.20 -14.30 -22.14 -24.63 -26.02 -28.19 -22.35 -10.06  -0.66  -0.63    1   
2035   24  -0.64  -1.23  -1.24 -14.96 -23.14 -25.60 -26.66 -28.47 -22.46 -10.10  -0.68  -0.64    1   
2036   24  -0.65  -1.27  -1.27 -15.61 -24.14 -26.57 -27.29 -28.74 -22.57 -10.14  -0.69  -0.65    1   
2021   25  -1.24  -2.04  -1.63  -9.65 -15.91 -21.32 -23.55 -23.81 -16.39  -6.88  -1.35  -1.24    1      Usos_Consuntivos - NOVA PONTE
2022   25  -1.29  -2.13  -1.70 -10.21 -16.83 -22.55 -24.87 -25.12 -17.28  -7.23  -1.41  -1.29    1   
2023   25  -1.34  -2.23  -1.78 -10.77 -17.75 -23.66 -26.04 -26.42 -18.18  -7.60  -1.47  -1.34    1   
2024   25  -1.40  -2.31  -1.85 -11.35 -18.72 -25.05 -27.57 -27.82 -19.09  -7.96  -1.53  -1.40    1   
2025   25  -1.45  -2.44  -1.93 -11.93 -19.69 -26.33 -28.95 -29.20 -20.03  -8.33  -1.59  -1.45    1   
2026   25  -1.51  -2.55  -2.02 -12.53 -20.68 -27.63 -30.35 -30.61 -20.98  -8.71  -1.66  -1.51    1   
2027   25  -1.57  -2.66  -2.10 -13.14 -21.65 -28.80 -31.57 -32.00 -21.96  -9.11  -1.72  -1.57    1   
2028   25  -1.64  -2.73  -2.19 -13.76 -22.70 -30.29 -33.23 -33.50 -22.96  -9.50  -1.80  -1.64    1   
2029   25  -1.70  -2.88  -2.28 -14.40 -23.75 -31.66 -34.71 -35.00 -23.98  -9.91  -1.87  -1.70    1   
2030   25  -1.77  -3.00  -2.37 -15.05 -24.79 -32.91 -35.77 -35.71 -24.31 -10.05  -1.94  -1.77    1   
2031   25  -1.84  -3.12  -2.47 -15.70 -25.83 -34.15 -36.82 -36.41 -24.64 -10.20  -2.01  -1.84    1   
2032   25  -1.91  -3.24  -2.56 -16.35 -26.88 -35.40 -37.88 -37.12 -24.97 -10.34  -2.07  -1.91    1   
2033   25  -1.98  -3.36  -2.65 -17.00 -27.92 -36.64 -38.93 -37.83 -25.31 -10.48  -2.14  -1.98    1   
2034   25  -2.05  -3.48  -2.75 -17.65 -28.96 -37.89 -39.99 -38.53 -25.64 -10.62  -2.21  -2.05    1   
2035   25  -2.11  -3.60  -2.84 -18.30 -30.01 -39.14 -41.04 -39.24 -25.97 -10.76  -2.28  -2.11    1   
2036   25  -2.18  -3.72  -2.94 -18.95 -31.05 -40.38 -42.10 -39.95 -26.30 -10.90  -2.35  -2.18    1   
2021   26  -0.07  -0.20  -0.23  -2.61  -3.82  -4.80  -6.29  -7.49  -6.01  -2.74  -0.16  -0.07    1      Usos_Consuntivos - MIRANDA
2022   26  -0.07  -0.22  -0.24  -2.77  -4.05  -5.09  -6.66  -7.92  -6.36  -2.90  -0.17  -0.07    1   
2023   26  -0.08  -0.23  -0.25  -2.94  -4.29  -5.34  -6.96  -8.35  -6.72  -3.07  -0.18  -0.08    1   
2024   26  -0.08  -0.23  -0.26  -3.11  -4.55  -5.70  -7.43  -8.83  -7.09  -3.23  -0.18  -0.08    1   
2025   26  -0.08  -0.25  -0.28  -3.29  -4.81  -6.02  -7.83  -9.30  -7.47  -3.40  -0.19  -0.08    1   
2026   26  -0.09  -0.26  -0.29  -3.47  -5.08  -6.34  -8.24  -9.79  -7.86  -3.57  -0.20  -0.09    1   
2027   26  -0.09  -0.28  -0.30  -3.66  -5.34  -6.61  -8.57 -10.27  -8.27  -3.77  -0.21  -0.09    1   
2028   26  -0.09  -0.28  -0.32  -3.85  -5.64  -7.02  -9.11 -10.82  -8.69  -3.95  -0.22  -0.09    1   
2029   26  -0.09  -0.30  -0.33  -4.06  -5.94  -7.38  -9.56 -11.36  -9.12  -4.15  -0.23  -0.09    1   
2030   26  -0.10  -0.32  -0.34  -4.27  -6.24  -7.68  -9.79 -11.50  -9.18  -4.16  -0.23  -0.10    1   
2031   26  -0.10  -0.33  -0.36  -4.48  -6.53  -7.97 -10.02 -11.63  -9.23  -4.17  -0.23  -0.10    1   
2032   26  -0.10  -0.34  -0.37  -4.69  -6.83  -8.27 -10.25 -11.77  -9.28  -4.18  -0.23  -0.10    1   
2033   26  -0.10  -0.36  -0.39  -4.90  -7.12  -8.56 -10.48 -11.91  -9.34  -4.19  -0.24  -0.10    1   
2034   26  -0.11  -0.37  -0.40  -5.11  -7.42  -8.86 -10.71 -12.05  -9.39  -4.21  -0.24  -0.11    1   
2035   26  -0.11  -0.39  -0.41  -5.32  -7.71  -9.15 -10.94 -12.19  -9.44  -4.22  -0.24  -0.11    1   
2036   26  -0.11  -0.40  -0.43  -5.53  -8.01  -9.45 -11.17 -12.33  -9.50  -4.23  -0.24  -0.11    1   
2021   27  -0.03  -0.04  -0.04  -0.32  -0.45  -0.51  -0.61  -0.77  -0.68  -0.31  -0.04  -0.03    1      Usos_Consuntivos - CAPIM BRANC1
2022   27  -0.03  -0.04  -0.04  -0.34  -0.48  -0.55  -0.65  -0.82  -0.73  -0.34  -0.04  -0.03    1   
2023   27  -0.03  -0.04  -0.04  -0.36  -0.51  -0.58  -0.69  -0.87  -0.78  -0.36  -0.04  -0.03    1   
2024   27  -0.04  -0.04  -0.04  -0.38  -0.55  -0.62  -0.74  -0.93  -0.83  -0.38  -0.04  -0.04    1   
2025   27  -0.04  -0.04  -0.04  -0.41  -0.58  -0.67  -0.79  -1.00  -0.89  -0.41  -0.04  -0.04    1   
2026   27  -0.04  -0.04  -0.04  -0.44  -0.62  -0.71  -0.85  -1.07  -0.95  -0.43  -0.04  -0.04    1   
2027   27  -0.04  -0.05  -0.05  -0.47  -0.66  -0.75  -0.89  -1.13  -1.01  -0.46  -0.04  -0.04    1   
2028   27  -0.04  -0.05  -0.05  -0.50  -0.71  -0.81  -0.96  -1.21  -1.08  -0.49  -0.05  -0.04    1   
2029   27  -0.04  -0.05  -0.05  -0.53  -0.76  -0.86  -1.03  -1.29  -1.15  -0.52  -0.05  -0.04    1   
2030   27  -0.04  -0.05  -0.05  -0.56  -0.80  -0.91  -1.05  -1.30  -1.15  -0.53  -0.05  -0.04    1   
2031   27  -0.05  -0.05  -0.05  -0.60  -0.85  -0.95  -1.08  -1.31  -1.16  -0.53  -0.05  -0.05    1   
2032   27  -0.05  -0.05  -0.05  -0.63  -0.90  -0.99  -1.10  -1.32  -1.16  -0.53  -0.05  -0.05    1   
2033   27  -0.05  -0.06  -0.06  -0.66  -0.94  -1.03  -1.13  -1.33  -1.17  -0.53  -0.05  -0.05    1   
2034   27  -0.05  -0.06  -0.06  -0.70  -0.99  -1.08  -1.16  -1.34  -1.17  -0.54  -0.05  -0.05    1   
2035   27  -0.05  -0.06  -0.06  -0.73  -1.04  -1.12  -1.18  -1.35  -1.18  -0.54  -0.06  -0.05    1   
2036   27  -0.05  -0.06  -0.06  -0.77  -1.08  -1.16  -1.21  -1.36  -1.18  -0.54  -0.06  -0.05    1   
2021   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1      Vazao_Remanescente - CAPIM BRANC1
2022   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2023   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2024   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2025   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2026   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2027   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2028   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2029   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2030   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2031   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2032   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2033   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2034   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2035   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2036   27  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00  -7.00    1   
2021   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1      Vazao_Remanescente - CAPIM BRANC1 -> CAPIM BRANC2
2022   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2023   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2024   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2025   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2026   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2027   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2028   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2029   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2030   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2031   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2032   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2033   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2034   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2035   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2036   28   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00   7.00    1   
2021   28  -0.18  -0.19  -0.19  -0.51  -0.66  -0.73  -0.84  -1.01  -0.92  -0.50  -0.18  -0.18    1      Usos_Consuntivos - CAPIM BRANC2
2022   28  -0.19  -0.19  -0.19  -0.54  -0.70  -0.77  -0.89  -1.08  -0.98  -0.53  -0.19  -0.19    1   
2023   28  -0.20  -0.20  -0.20  -0.57  -0.74  -0.82  -0.93  -1.15  -1.04  -0.56  -0.20  -0.20    1   
2024   28  -0.20  -0.21  -0.21  -0.60  -0.79  -0.87  -1.01  -1.22  -1.11  -0.59  -0.21  -0.20    1   
2025   28  -0.21  -0.22  -0.22  -0.64  -0.84  -0.93  -1.07  -1.30  -1.18  -0.63  -0.21  -0.21    1   
2026   28  -0.22  -0.22  -0.22  -0.67  -0.89  -0.98  -1.14  -1.39  -1.25  -0.66  -0.22  -0.22    1   
2027   28  -0.22  -0.23  -0.23  -0.71  -0.94  -1.04  -1.19  -1.47  -1.33  -0.70  -0.23  -0.22    1   
2028   28  -0.23  -0.24  -0.24  -0.75  -1.00  -1.11  -1.28  -1.57  -1.42  -0.74  -0.23  -0.23    1   
2029   28  -0.24  -0.24  -0.24  -0.80  -1.06  -1.18  -1.36  -1.67  -1.51  -0.78  -0.24  -0.24    1   
2030   28  -0.24  -0.25  -0.25  -0.84  -1.12  -1.23  -1.40  -1.68  -1.52  -0.79  -0.25  -0.24    1   
2031   28  -0.25  -0.26  -0.26  -0.89  -1.18  -1.29  -1.43  -1.70  -1.53  -0.80  -0.25  -0.25    1   
2032   28  -0.26  -0.27  -0.27  -0.93  -1.24  -1.35  -1.46  -1.71  -1.54  -0.81  -0.26  -0.26    1   
2033   28  -0.26  -0.27  -0.27  -0.98  -1.30  -1.40  -1.50  -1.73  -1.55  -0.82  -0.27  -0.26    1   
2034   28  -0.27  -0.28  -0.28  -1.02  -1.36  -1.46  -1.53  -1.74  -1.55  -0.82  -0.27  -0.27    1   
2035   28  -0.28  -0.29  -0.29  -1.07  -1.42  -1.51  -1.57  -1.76  -1.56  -0.83  -0.28  -0.28    1   
2036   28  -0.28  -0.29  -0.29  -1.12  -1.48  -1.57  -1.60  -1.77  -1.57  -0.84  -0.29  -0.28    1   
2021   29  -1.23  -1.26  -1.23  -1.50  -2.24  -2.42  -2.34  -2.21  -1.87  -1.38  -1.23  -1.23    1      Usos_Consuntivos - CORUMBA IV
2022   29  -1.26  -1.30  -1.27  -1.55  -2.32  -2.50  -2.42  -2.29  -1.93  -1.42  -1.27  -1.26    1   
2023   29  -1.30  -1.34  -1.31  -1.59  -2.39  -2.58  -2.50  -2.36  -1.99  -1.46  -1.30  -1.30    1   
2024   29  -1.34  -1.38  -1.35  -1.64  -2.48  -2.67  -2.59  -2.44  -2.06  -1.50  -1.34  -1.34    1   
2025   29  -1.38  -1.42  -1.38  -1.69  -2.56  -2.76  -2.67  -2.52  -2.12  -1.55  -1.38  -1.38    1   
